Word                           TF-IDF
-----------------------------------
counselors                     326.9334135016447
acpm                           116.65780649229885
guidance                       110.34074501102654
college                        91.74023293091791
counselor                      81.73335337541117
reports                        58.13185863248628
student                        54.500405246321534
students                       49.04265229555204
principles                     47.420863307053395
assistments                    45.99693717093435
labels                         43.89755502188595
forecast                       42.42161325047676
feedback                       40.13705916955687
boredom                        39.42594614651516
designs                        38.80820271014331
carelessness                   37.86140291083912
school                         37.21444740246093
learning                       37.14204558058895
lpf                            36.83930731335753
heffernan                      36.608572895656124
