Word                           TF-IDF
-----------------------------------
disequilibrium                 70.63802683640552
surprise                       42.03556675349408
confusion                      38.97969409539925
neutral                        35.21119141744067
condition                      31.832497295192656
joy                            27.23418230090128
reasoning                      25.465997836154123
affective                      23.65679602162504
affect                         21.660530337141108
equilibrium                    19.040139586196027
transitions                    17.39141115060206
facial                         15.687812344966044
learning                       14.015866256826019
expression                     13.694109298844818
transition                     12.732998918077062
states                         11.552282846475258
igloo                          10.897780450054823
stanford                       10.41476074311187
students                       10.402986850571645
student                        9.978947439467325
