Word                           TF-IDF
-----------------------------------
clusters                       58.43291153113909
lurkers                        52.30611959061869
dendrogram                     49.0400120252467
profiles                       46.40746712413423
participation                  38.19300493453054
agglomerative                  37.86140291083912
workers                        37.633120488967066
imt                            36.83930731335753
cluster                        36.59054483047987
learners                       32.321728478909115
clustering                     31.405561683338238
uoc                            28.56020937929404
centroids                      27.692484251113967
shirkers                       27.244451125137058
oberta                         27.23418230090128
catalunya                      27.23418230090128
universitat                    25.240935273892745
ntot                           24.55953820890502
hierarchical                   24.318552981150148
forums                         23.965940850070375
