Word                           TF-IDF
-----------------------------------
learning                       44.85077202184326
scaled                         39.13273380555037
milligan                       23.139061772987322
moocs                          22.465422747970788
melbourne                      20.769363188335475
design                         15.11202487756978
linda                          15.053248195586825
feedback                       15.051397188583827
teaching                       15.033380711642833
denmark                        14.401873987079533
workshop                       14.320976657265776
analytics                      13.443042342122116
prosper                        12.27976910445251
aalborg                        12.226249657009745
grail                          10.897780450054823
leaning                        10.585377483819247
backgrounds                    10.220153894248332
research                       10.18083758961417
ulla                           10.091146690915073
ringtved                       10.091146690915073
