Word                           TF-IDF
-----------------------------------
chem                           126.13933363643841
resource                       120.991776481027
course                         77.55964593189059
semesters                      76.2678601992836
explorer                       60.13030967722297
grades                         59.90148256720578
resources                      53.79303553763086
use                            51.3729346358708
ewss                           49.11907641781004
stem                           48.89330963459509
advisors                       48.692073499528384
student                        47.59190317284416
lms                            44.71827710107678
students                       43.09808838093967
ews                            42.84031406894106
exam                           38.80820271014331
percentile                     35.28459161273083
semester                       32.55640564942092
krumm                          32.40421647092895
receiving                      30.52182201567687
