Word                           TF-IDF
-----------------------------------
teachers                       216.8636217807117
itss                           162.02108235464473
superpowers                    135.07746014897762
teacher                        96.39888328349163
students                       86.19617676187934
superpower                     73.67861462671506
quotes                         55.5013068000329
classrooms                     54.85150245743465
dating                         49.92933421831901
sessions                       42.0110335003566
card                           41.53872637667095
design                         40.29873300685275
student                        39.148178416371806
interviewed                    38.81305077400391
affinity                       38.56510295497887
needs                          36.20675763864991
speed                          34.86898351924607
intelligent                    33.42741701138603
diagramming                    33.320244275843045
interviews                     33.30133903730998
