Word                           TF-IDF
-----------------------------------
service                        225.32072342979708
la                             146.8893025828859
expectations                   103.41446500404291
quality                        69.66942897999608
heis                           60.546880145490434
servqual                       42.979191865583786
satisfaction                   40.96466733472993
services                       37.18012348639617
edt                            36.83930731335753
learning                       30.834905765017243
ideological                    30.51190309452757
students                       30.46589006238839
perceptions                    29.728995019570423
expectation                    25.790199413584787
liverpool                      24.55953820890502
scale                          22.47411712531533
student                        22.260728903427108
hei                            21.795560900109646
disconfirmation                21.795560900109646
congruency                     21.795560900109646
