Word                           TF-IDF
-----------------------------------
lisa                           92.09826828339384
sensor                         67.11571697536957
eda                            38.08027917239205
learning                       35.039665642065046
companion                      34.8707463937458
ecg                            30.273440072745217
sensors                        29.81075201784292
data                           20.291018095317554
device                         19.379838188919432
physiological                  17.642295806365414
wearable                       13.141982048838386
prototype                      12.434444054959958
smartmonitor                   12.27976910445251
berlin wilhelminenhofstr       12.27976910445251
emotional                      12.22160684836461
htw                            10.897780450054823
xapi                           10.80140549030965
privacy                        10.47354506905312
learner                        9.623340689900239
analytics                      9.179380159389027
