Word                           TF-IDF
-----------------------------------
nic                            81.73335337541117
nils                           67.53873007448881
nics                           43.59112180021929
carnegie foundation            32.69334135016447
improvement                    32.154245729332615
pdsa                           24.55953820890502
accelerate                     24.45249931401949
dissemination                  21.07147204914251
platform                       19.031217849750767
members                        14.713412493780027
disciplined                    14.28010468964702
networked                      13.455852342162071
curation                       13.076529897654673
networked improvement          12.27976910445251
carnegie math pathways         12.27976910445251
initiation                     12.226249657009745
learning                       11.913486318302116
knowledge                      11.65630513949769
vista                          10.897780450054823
driver                         10.384681594167738
