Word                           TF-IDF
-----------------------------------
false                          80.64232648115473
true                           57.38638076590487
achievers                      47.94727629140047
preview                        46.806090458008484
logs                           28.30938570304044
fukuoka                        25.227866727287683
courses                        20.367647030680363
japan                          20.043436559074323
okubo                          18.156121533934186
shimada                        18.156121533934186
reproducibility                17.4353731968729
reproduced                     17.4353731968729
course                         16.62433663153138
f                              16.509581952072374
big                            15.057594829592588
id                             14.542913746848974
reproducible                   14.28010468964702
yin                            12.620467636946373
ogata                          11.879263224748009
adobe                          11.456958470477266
