Word                           TF-IDF
-----------------------------------
visualizations                 41.47462661163838
numeracy                       39.22958969296402
graphicacy                     30.699422761131277
la                             26.427019225308946
learners                       24.11368347001178
jol                            21.795560900109646
crt                            21.795560900109646
interviewees                   21.794216496091124
sns                            16.346670675082233
visualization                  13.410801128087222
orientation                    12.658553579929015
learning                       12.614279631143418
judgments                      12.372425750316669
numerate                       12.27976910445251
cokely                         12.27976910445251
subjective numeracy scale      12.27976910445251
bnt                            12.27976910445251
cognitive reflection test      12.27976910445251
galesic                        12.27976910445251
decision making                12.27976910445251
