Word                           TF-IDF
-----------------------------------
vascorll                       214.89595932791894
seamless                       180.89336946289802
centrality                     166.63617188978992
learning                       145.7650090709906
scroll                         123.76090731027418
words                          107.90366186126232
informal                       95.99012930051063
formal                         87.19065397669289
fls                            85.95838373116757
betweenness                    81.57868500410721
learned                        76.76915078149347
epub                           76.28446315038376
ils                            76.28446315038376
mouri                          70.83557292535635
ogata                          67.31582494023871
natto                          65.38668270032893
ulls                           65.38668270032893
ubiquitous                     53.32401707177957
uosaki                         49.0400120252467
node                           47.303371585916274
