Word                           TF-IDF
-----------------------------------
curricular learning analytics workshop 42.979191865583786
program                        21.8222146133497
workshop                       15.825870406318474
instructional                  15.767852535001516
administrators                 14.85516540442324
saskatchewan                   13.61709115045064
curricular                     13.141982048838386
change                         12.811015788199851
shop                           12.620467636946373
program quality improvement    12.27976910445251
pcla                           12.27976910445251
learning                       11.913486318302116
lege                           10.897780450054823
papers                         10.893289987152418
curriculum                     10.570807690123578
actionable                     10.212684923721923
davis                          9.947555243967965
ers                            9.460674317183255
california                     8.802797854360168
programmatic                   8.150833104673163
