Word                           TF-IDF
-----------------------------------
true                           47.82198397158739
false                          42.443329726923544
learning                       21.72459269808033
analysis                       21.12564051246043
computational                  20.542235014346037
suthers                        20.440307788496664
networked                      20.18377851324311
methods                        19.602986689193372
workshop                       18.70330138928547
cscl                           16.545475097241614
chair                          14.713632616986564
collaborative                  14.529949664476007
ulrich hoppe                   14.28010468964702
zeini                          13.076529897654673
conferences                    11.324731546023337
multivocality                  11.289936146690119
sna                            10.621008062140957
pp                             9.991547895190743
hoppe                          9.85648653662879
collide                        9.520069793098013
