Word                           TF-IDF
-----------------------------------
syllabus                       194.52887307757894
edl                            61.398845522262555
worsen                         55.2589609700363
syllabi                        52.36038386203907
course                         49.87300989459415
tests                          29.31695715570391
test                           27.872927458469775
structure                      26.4875803697648
posteriori                     25.227866727287683
vipes                          24.55953820890502
tdl                            24.55953820890502
quality                        23.408831706568826
dead                           22.695151917417732
reliable                       22.681794549077615
valid                          22.061606906679465
validity                       21.18399963869887
evaluation                     20.419641400904798
one                            19.319832722490197
mapping                        18.537511452560228
result                         18.27020546396745
