Word                           TF-IDF
-----------------------------------
tinkering                      43.59112180021929
museum                         42.06822545648791
explainers                     36.83930731335753
circuits                       32.60333241869265
circuit                        26.153059795309346
visitors                       24.699214128911578
docents                        24.55953820890502
explainer                      24.55953820890502
adage                          24.55953820890502
eev                            24.55953820890502
fish                           23.800174482745035
tablet                         22.998468585467176
unproductive                   21.794216496091124
berland                        20.182293381830146
playspace                      18.419653656678765
oztoc                          18.419653656678765
leds                           18.419653656678765
times roman                    18.419653656678765
participants                   18.076723457676763
font                           17.4353731968729
